#
#model:
#
#<?xml version="1.0" encoding="UTF-8" standalone="no"?><input id="posterior" spec="beast.core.util.CompoundDistribution">
#    <distribution id="prior" spec="beast.core.util.CompoundDistribution">
#        <distribution id="YuleModel.t:2021-03-21_OMPuniprot_muscle" spec="beast.evolution.speciation.YuleModel">
#            <parameter id="birthRate.t:2021-03-21_OMPuniprot_muscle" name="birthDiffRate" spec="beast.core.parameter.RealParameter">1.0</parameter>
#            <tree id="Tree.t:2021-03-21_OMPuniprot_muscle" spec="beast.evolution.tree.Tree">
#                <taxonset id="TaxonSet.2021-03-21_OMPuniprot_muscle" spec="beast.evolution.alignment.TaxonSet">
#                </taxonset>
#            </tree>
#        </distribution>
#        <prior id="YuleBirthRatePrior.t:2021-03-21_OMPuniprot_muscle" name="distribution" x="@birthRate.t:2021-03-21_OMPuniprot_muscle">
#            <Uniform id="Uniform.1" name="distr" upper="Infinity"/>
#        </prior>
#        <prior id="GammaShapePrior.s:2021-03-21_OMPuniprot_muscle" name="distribution">
#            <parameter id="gammaShape.s:2021-03-21_OMPuniprot_muscle" name="x" spec="beast.core.parameter.RealParameter">1.0</parameter>
#            <Exponential id="Exponential.0" name="distr">
#                <parameter estimate="false" id="RealParameter.0" name="mean" spec="beast.core.parameter.RealParameter">1.0</parameter>
#            </Exponential>
#        </prior>
#    </distribution>
#    <distribution id="likelihood" spec="beast.core.util.CompoundDistribution" useThreads="true">
#        <distribution data="@2021-03-21_OMPuniprot_muscle" id="treeLikelihood.2021-03-21_OMPuniprot_muscle" spec="beast.evolution.likelihood.ThreadedTreeLikelihood" tree="@Tree.t:2021-03-21_OMPuniprot_muscle">
#            <siteModel gammaCategoryCount="6" id="SiteModel.s:2021-03-21_OMPuniprot_muscle" shape="@gammaShape.s:2021-03-21_OMPuniprot_muscle" spec="beast.evolution.sitemodel.SiteModel">
#                <parameter estimate="false" id="mutationRate.s:2021-03-21_OMPuniprot_muscle" name="mutationRate" spec="beast.core.parameter.RealParameter">1.0</parameter>
#                <parameter estimate="false" id="proportionInvariant.s:2021-03-21_OMPuniprot_muscle" lower="0.0" name="proportionInvariant" spec="beast.core.parameter.RealParameter" upper="1.0">0.0</parameter>
#                <substModel id="JTT.s:2021-03-21_OMPuniprot_muscle" spec="beast.evolution.substitutionmodel.JTT"/>
#            </siteModel>
#            <branchRateModel id="ExponentialRelaxedClock.c:2021-03-21_OMPuniprot_muscle" spec="beast.evolution.branchratemodel.UCRelaxedClockModel" tree="@Tree.t:2021-03-21_OMPuniprot_muscle">
#                <Exponential id="Exponential.c:2021-03-21_OMPuniprot_muscle" name="distr">
#                    <parameter id="UCExpLambda.c:2021-03-21_OMPuniprot_muscle" name="mean" spec="beast.core.parameter.RealParameter">1.0</parameter>
#                </Exponential>
#                <rateCategories dimension="254" id="expRateCategories.c:2021-03-21_OMPuniprot_muscle" spec="beast.core.parameter.IntegerParameter">1</rateCategories>
#                <parameter estimate="false" id="ucedMean.c:2021-03-21_OMPuniprot_muscle" name="clock.rate" spec="beast.core.parameter.RealParameter">1.0</parameter>
#            </branchRateModel>
#        </distribution>
#    </distribution>
#</input>
#
Sample	posterior	likelihood	prior	treeLikelihood	TreeHeight	gammaShape	YuleModel	birthRate	rateStat.mean	rateStat.variance	rateStat.coefficientOfVariation
893500	-54662.916156025116	-54601.50256792196	-61.41358810315115	-54601.50256792196	3.382022417734178	3.5237930867828666	-57.88979501636828	1.861106799547276	1.7097561941984025	1.161184702896234	1.0351566895216986
894000	-54663.15146847	-54591.306738070336	-71.8447303996619	-54591.306738070336	3.7062806285224674	3.5237930867828666	-68.32093731287902	1.4970148462993533	1.7347287644796237	1.173946564571267	1.0316075903953144
894500	-54665.8923308562	-54604.60376866925	-61.28856218695104	-54604.60376866925	3.4070733130505793	3.5237930867828666	-57.764769100168174	1.6400010435429326	1.7336515285758642	1.1515463296180877	1.0208452598896554
895000	-54663.50037319605	-54596.892012180404	-66.6083610156457	-54596.892012180404	3.472646498559299	3.5237930867828666	-63.08456792886284	1.471245986995684	1.7302752701682123	1.1543661886166792	1.0143927208766081
895500	-54669.32859152412	-54597.81634732809	-71.51224419603537	-54597.81634732809	3.5990117475833325	3.5237930867828666	-67.9884511092525	1.5018599044978733	1.8112073838813285	1.217194599875153	1.0114105663118445
896000	-54649.857804943415	-54585.375032538424	-64.48277240499161	-54585.375032538424	3.234719411828217	3.5237930867828666	-60.95897931820875	1.5040749750413813	1.7658927027938436	1.1514241988778993	0.9857404517041521
896500	-54656.23119543211	-54588.08321625693	-68.1479791751849	-54588.08321625693	3.447070238139769	3.5237930867828666	-64.62418608840204	1.5087628609580972	1.7213001187421808	1.18479877320494	1.0117977017743287
897000	-54654.620101001	-54582.55419587548	-72.06590512552175	-54582.55419587548	3.9419401693938267	3.5294239906843887	-68.53648113483736	1.757237128821742	1.673000277599708	1.1783722535108547	1.0123949169328421
897500	-54644.49228142087	-54575.812276553144	-68.68000486772804	-54575.812276553144	3.2705898114832483	3.5294239906843887	-65.15058087704365	1.6574319269321451	1.6945402387391195	1.141473633052364	1.0265089129583236
898000	-54639.37285449868	-54569.199072122705	-70.17378237597936	-54569.199072122705	3.4973189053808507	3.5294239906843887	-66.64435838529496	1.5597584380656253	1.6645331161661785	1.1389541398284824	1.0216199757728452
898500	-54638.160926754725	-54571.61536811303	-66.54555864169129	-54571.61536811303	4.42357673359926	3.5294239906843887	-63.016134651006894	1.6597898826293662	1.6258340189594638	1.152637503170394	1.0154430731093678
899000	-54625.585661793084	-54561.95714552207	-63.6285162710134	-54561.95714552207	3.6767154168037877	3.5294239906843887	-60.09909228032902	1.7405586611980655	1.6528514604733253	1.125105889386273	1.0212698338629171
899500	-54629.649871140195	-54565.421817250506	-64.22805388968824	-54565.421817250506	3.6673481835336403	3.5294239906843887	-60.69862989900385	1.6288667552629374	1.643567097079316	1.1204825432268801	1.019676780430982
900000	-54635.589772951294	-54563.97264149565	-71.61713145564102	-54563.97264149565	4.35531224540647	3.5294239906843887	-68.08770746495662	1.4722595315188391	1.642912086869998	1.092047388741318	1.0157985019189506
900500	-54627.68378266289	-54561.599019880996	-66.08476278189555	-54561.599019880996	3.656932121068664	3.5294239906843887	-62.555338791211156	1.8053551942944777	1.6514376104216193	1.076782229228129	1.0025069361519445
901000	-54632.953265428994	-54564.79529138729	-68.15797404170766	-54564.79529138729	4.025402623379252	3.5294239906843887	-64.62855005102327	1.71573792733915	1.6177743302316496	1.076766849238727	1.00485193917728
901500	-54629.95740145031	-54561.46468550655	-68.49271594375531	-54561.46468550655	3.708386274794817	3.5294239906843887	-64.96329195307092	1.7420306779260595	1.646430638121466	1.0835285130344106	1.0011747126327093
902000	-54631.16708667463	-54561.07224325471	-70.09484341991768	-54561.07224325471	3.5616482084443435	3.5294239906843887	-66.56541942923329	1.5399362105409227	1.619688450649529	1.0840460228639925	1.0100037956978354
902500	-54638.44331202805	-54569.678244866074	-68.76506716197666	-54569.678244866074	3.6051840068152523	3.5294239906843887	-65.23564317129227	1.443783135762877	1.6857329352383235	1.0703551540556322	1.0160640649325516
903000	-54639.47475409205	-54567.94777463451	-71.52697945754196	-54567.94777463451	4.282376489056132	3.5294239906843887	-67.99755546685756	1.6411181439900335	1.6660302758545478	1.0721988083049625	1.0182885749122463
903500	-54645.541295663235	-54570.583657631396	-74.95763803184222	-54570.583657631396	4.09415318871189	3.5294239906843887	-71.42821404115783	1.5259472120643467	1.6677195531485831	1.0739534546574467	0.9945170702220465
904000	-54650.20146715391	-54575.989236008536	-74.21223114536981	-54575.989236008536	4.268096946643965	3.5294239906843887	-70.68280715468542	1.5945330710158419	1.6605149028410742	1.0737847537222553	0.9765872542748057
904500	-54652.85018801569	-54579.34923810926	-73.500949906434	-54579.34923810926	3.74700491476936	3.5294239906843887	-69.97152591574961	1.6000718549211306	1.589145910928029	1.0735963002043274	0.9876794021740072
905000	-54644.71537235061	-54581.16494269553	-63.55042965508976	-54581.16494269553	3.4613720157126777	3.5294239906843887	-60.02100566440537	1.6026557426973111	1.6072853298650975	1.065358360453004	0.9891541265358409
905500	-54649.349690473704	-54586.36360692458	-62.98608354912537	-54586.36360692458	3.3281059510727227	3.5294239906843887	-59.45665955844098	1.7213597582682543	1.6293626460936028	1.054669043520089	0.9745153177849784
906000	-54648.73639393417	-54584.3386623806	-64.39773155356713	-54584.3386623806	3.554378021901371	3.5294239906843887	-60.868307562882734	1.6877204424280747	1.6229423631425497	1.0594775358657993	0.9789386664888806
906500	-54645.23410653315	-54582.891007900755	-62.34309863239516	-54582.891007900755	3.807207114747773	3.5294239906843887	-58.813674641710776	1.5244561742769158	1.6113867806503215	1.0469725746674918	0.9779234626757606
907000	-54645.522793910444	-54583.2657306254	-62.25706328504615	-54583.2657306254	3.517113828895795	3.5294239906843887	-58.727639294361765	1.8480415885189716	1.6410431821020337	1.0772821197015565	0.993852607458533
907500	-54648.47891454482	-54583.04615563775	-65.43275890707302	-54583.04615563775	3.968232084955511	3.5294239906843887	-61.90333491638864	1.7026345531550238	1.5951725864834383	1.0552612769423138	0.9753726716828798
908000	-54647.91087576926	-54582.144210291524	-65.76666547773644	-54582.144210291524	3.968232084955511	3.5294239906843887	-62.237241487052046	1.576505960857752	1.6628581227855588	1.060889451213308	0.9736999774511172
908500	-54630.22365837817	-54564.38579340531	-65.83786497286066	-54564.38579340531	3.8838666212647937	3.5294239906843887	-62.30844098217627	1.648619307407422	1.6522733765229096	1.074489522340368	0.9687317346276094
909000	-54628.03779402299	-54560.066108290244	-67.97168573274045	-54560.066108290244	3.9296872761583916	3.7767823348283254	-64.19490339791213	1.3441399608202047	1.6483551542008275	1.0830744552067164	0.9807399271560436
909500	-54645.872653543105	-54577.617325765685	-68.255327777422	-54577.617325765685	3.9498987591003694	3.7767823348283254	-64.47854544259367	1.8772066263897609	1.6611150593461999	1.0899301633833918	0.9882904735955744
910000	-54639.21599701553	-54577.06888792465	-62.14710909088042	-54577.06888792465	3.5866943518750434	3.7767823348283254	-58.370326756052094	1.5284800798948648	1.6419987545188162	1.044092368783289	1.0065436479100467
910500	-54648.6238860339	-54585.350099965704	-63.27378606819428	-54585.350099965704	3.4931610909483854	2.8806056801007	-60.39318038809358	1.470304966960016	1.6492243433802494	1.0245148365195949	1.006552557029835
911000	-54651.83512491728	-54584.25893600181	-67.57618891546771	-54584.25893600181	3.6861182551729192	2.8806056801007	-64.69558323536701	1.6354860089156884	1.6727103326472765	1.0153934306361427	1.0230308593153274
911500	-54646.36912031717	-54570.351462488325	-76.01765782884328	-54570.351462488325	3.886627073610966	2.8806056801007	-73.13705214874258	1.6354860089156884	1.6788905201231519	1.0315050953838218	1.0260913173126287
912000	-54642.378587504325	-54572.719083863085	-69.6595036412387	-54572.719083863085	3.786664032496879	2.8806056801007	-66.778897961138	1.7263059242344851	1.6575695220443611	1.0170588153070734	1.010838513350182
912500	-54641.35853673808	-54573.98761943881	-67.37091729926722	-54573.98761943881	3.695030054927274	2.8806056801007	-64.49031161916652	1.7846981168068101	1.6713619192986269	1.0206165183927898	1.0060851481338686
913000	-54651.4306655099	-54577.883583939016	-73.54708157088267	-54577.883583939016	3.8924350572320736	2.8806056801007	-70.66647589078197	1.5881798048380467	1.6842371891507446	1.0207281402917803	1.0120275534565164
913500	-54641.83553934329	-54569.19945260888	-72.63608673440419	-54569.19945260888	3.7136609307319137	2.8806056801007	-69.75548105430349	1.5625507539989425	1.6909628784368527	1.0621613969302006	1.0079560020235474
914000	-54640.19376049567	-54572.8464542694	-67.34730622627234	-54572.8464542694	3.6709619351466793	2.8806056801007	-64.46670054617164	1.667804038366149	1.7018254632772873	1.1061999310482649	1.0442705421114575
914500	-54633.902937695595	-54566.02715023366	-67.87578746193243	-54566.02715023366	3.5975356486227437	2.8806056801007	-64.99518178183173	1.8532551486098106	1.7169666424573875	1.0944132214283355	1.0556994522073835
915000	-54639.89722284785	-54572.48352245948	-67.41370038837434	-54572.48352245948	3.750701140980954	2.8806056801007	-64.53309470827364	1.693782393780304	1.7018332084767132	1.062061070671138	1.0472110750553787
915500	-54640.66247149554	-54570.14002493338	-70.5224465621585	-54570.14002493338	3.738750521920382	2.8806056801007	-67.6418408820578	1.477158825324813	1.654779236871439	1.003831220611594	1.0155406771042315
916000	-54633.483866183764	-54560.62597010702	-72.85789607674056	-54560.62597010702	3.83712803445355	2.8806056801007	-69.97729039663986	1.8305706994797013	1.6668451856580357	1.0189141507570214	1.0174885727377923
916500	-54639.98060487758	-54569.57658346652	-70.40402141106024	-54569.57658346652	3.8147632004090646	2.8806056801007	-67.52341573095954	1.574831428649454	1.6594915177399592	1.0418201490605121	1.0141749302166592
917000	-54650.895162324625	-54581.177367760625	-69.71779456400057	-54581.177367760625	3.4837726995126803	2.8806056801007	-66.83718888389987	2.1501632698961943	1.6732253033413707	1.0282347172546071	0.9904071599166012
917500	-54637.21864442749	-54573.91021269956	-63.30843172793257	-54573.91021269956	3.4560052063942974	2.8806056801007	-60.42782604783187	1.7074337302882259	1.641103334390686	1.0144893284221952	0.9824911000773018
918000	-54638.21622726639	-54568.29996128975	-69.91626597664398	-54568.29996128975	3.5946702203256637	2.8806056801007	-67.03566029654328	1.556390693767981	1.6269194778534524	1.0116205897281572	0.9943025552194992
918500	-54644.28543060141	-54570.83622139948	-73.44920920193476	-54570.83622139948	3.7485814816804544	2.8806056801007	-70.56860352183406	1.705629706690678	1.6523888947679566	1.0167320048622102	0.9831823116208898
919000	-54644.53849339914	-54570.81419972735	-73.72429367178643	-54570.81419972735	3.7485814816804544	2.8806056801007	-70.84368799168573	1.7715233104718715	1.6432578962049162	1.0146999700280785	0.974479953562921
919500	-54641.842638979746	-54568.47161945767	-73.371019522081	-54568.47161945767	3.7129110120344855	2.8806056801007	-70.4904138419803	1.5189936232646035	1.6544690942612326	1.0311464782945703	0.9872431208760255
920000	-54639.499186944806	-54562.13032461488	-77.36886232992083	-54562.13032461488	3.7981199652641306	2.8806056801007	-74.48825664982013	1.5699169493388005	1.6309793514912452	1.0707492535801353	1.0207071041342863
920500	-54647.57897336551	-54570.89532462662	-76.68364873889303	-54570.89532462662	3.7981199652641306	2.8806056801007	-73.80304305879233	1.6524979076160982	1.6892430986587954	1.1555843640781203	1.0431284820426217
921000	-54639.822026748276	-54574.67589303369	-65.14613371459072	-54574.67589303369	3.555710309522531	2.8806056801007	-62.26552803449002	1.5782682716255543	1.6397543585448886	1.1126914536519752	1.026104649026594
921500	-54643.72518404081	-54579.35738753629	-64.36779650452208	-54579.35738753629	3.381398360192261	2.8806056801007	-61.487190824421376	1.7268010661272795	1.6703183231127574	1.072270499284265	1.0160364826387702
922000	-54652.62894326266	-54583.36336273036	-69.26558053230087	-54583.36336273036	3.4584720529274025	2.8806056801007	-66.38497485220017	1.5693070269382183	1.667095008523479	1.067935456028436	1.0090919925292838
922500	-54664.32964676577	-54586.16228995516	-78.16735681061309	-54586.16228995516	3.714770046750183	2.8806056801007	-75.28675113051239	1.5710562678498108	1.7036300037290428	1.1159553883826012	1.0341407699381093
923000	-54653.798314072475	-54584.14427587243	-69.65403820004516	-54584.14427587243	3.7620173664437373	2.8806056801007	-66.77343251994446	1.592863230472812	1.6858930629086173	1.1302511488635523	1.0525215817383156
923500	-54653.55316192122	-54585.128015637296	-68.425146283922	-54585.128015637296	3.5608743792719038	2.8806056801007	-65.5445406038213	1.4890085637379291	1.727415383206437	1.1281030257152078	1.0401706704088867
924000	-54653.264992125936	-54588.4308007665	-64.8341913594349	-54588.4308007665	3.6427407295010434	2.8806056801007	-61.953585679334196	1.8689800149114928	1.7387861601621273	1.1377468856123758	1.0389197961152783
924500	-54639.27940947979	-54576.61760774031	-62.66180173947833	-54576.61760774031	3.6547278865133657	3.14215149228094	-59.51965024719739	1.6593718502023111	1.7435051782591704	1.147891868149779	1.0426489133138666
925000	-54647.78901265629	-54574.76884212688	-73.02017052940938	-54574.76884212688	3.61001982949767	3.14215149228094	-69.87801903712844	1.497435820437591	1.7589497750271943	1.1620170569733985	1.0405651984718767
925500	-54633.68876627089	-54565.62924968895	-68.05951658193767	-54565.62924968895	3.4891555297386145	3.14215149228094	-64.91736508965673	1.7334805852129103	1.6994836838311569	1.1251149864591257	1.0284709956017828
926000	-54630.79076388214	-54563.34016780059	-67.45059608155348	-54563.34016780059	3.5854476372624697	3.14215149228094	-64.30844458927254	1.8483516357728176	1.7442723189054776	1.1894347903129832	1.0462561076821462
926500	-54624.468055244164	-54557.55699499361	-66.91106025055261	-54557.55699499361	3.7299071532216734	3.14215149228094	-63.76890875827167	1.7156559235477766	1.7504200821634168	1.1821236829032196	1.0586818772463196
927000	-54629.98411189206	-54565.54651393178	-64.43759796027499	-54565.54651393178	3.4330847530174227	3.0177190148286686	-61.41987894544632	1.8840672660748699	1.762383455068082	1.143019335033425	1.0437154140029832
927500	-54633.23155614343	-54570.86128568572	-62.3702704577068	-54570.86128568572	3.2180281824902073	3.0177190148286686	-59.35255144287813	1.6396712127531632	1.8138351350755237	1.1028453594315082	1.0202825603889285
928000	-54643.14065469858	-54579.324935171404	-63.81571952717913	-54579.324935171404	3.129196517015266	3.0177190148286686	-60.798000512350455	1.6396712127531632	1.841583618093132	1.1443713822416528	1.0511602361296073
928500	-54637.49366625223	-54576.47467781477	-61.018988437463655	-54576.47467781477	3.1007327560045654	3.0177190148286686	-58.001269422634984	1.6802259189361433	1.7990687850877554	1.078885477197226	1.0157715196654598
929000	-54640.018693469545	-54577.57025859019	-62.44843487935649	-54577.57025859019	3.1725611909791342	3.0177190148286686	-59.43071586452782	1.7066922437079788	1.8217487800593815	1.1365011176231212	1.0356758133696906
929500	-54634.446619076996	-54570.25280550301	-64.19381357398382	-54570.25280550301	3.302189904244778	3.0177190148286686	-61.176094559155146	1.740961628100821	1.804788498201359	1.1885752066234447	1.025795467164856
930000	-54622.85824242956	-54564.29544258364	-58.5627998459196	-54564.29544258364	3.468314320494794	3.0177190148286686	-55.54508083109093	1.7897049320351146	1.7790503034572964	1.1851609131032947	1.0289794170071431
930500	-54630.736338371455	-54568.77641500934	-61.959923362112434	-54568.77641500934	3.311670642118135	3.0177190148286686	-58.94220434728376	1.6209927705529188	1.8111263045192412	1.1711497626590306	1.0351411419973993
931000	-54630.04923213286	-54562.94656543319	-67.10266669966889	-54562.94656543319	3.649291056535346	3.0177190148286686	-64.08494768484022	1.5752442427398607	1.8234445848063998	1.1337940598986151	1.0141106901204273
931500	-54635.886163969175	-54566.428715339665	-69.4574486295126	-54566.428715339665	3.701270251192423	3.0177190148286686	-66.43972961468393	1.7051085882756152	1.833812892690765	1.1685150738289334	1.0234538121738428
932000	-54632.650432431976	-54568.4048410367	-64.24559139527449	-54568.4048410367	3.7771444752908803	3.0177190148286686	-61.227872380445824	1.7173461938840087	1.7900990210886478	1.1767668245627507	1.0452684287622296
932500	-54634.25759798389	-54569.47016968441	-64.78742829947696	-54569.47016968441	3.6310197047381925	3.0177190148286686	-61.769709284648286	1.4937250001644713	1.7814418281242668	1.1519035441782695	1.0319012431155592
933000	-54637.84877716097	-54574.38688863878	-63.461888522194144	-54574.38688863878	3.8582748144517804	3.0177190148286686	-60.44416950736547	1.8105135290052699	1.7550822784581546	1.1523435113308815	1.0324161603434838
933500	-54637.722251129715	-54571.03491082827	-66.68734030144718	-54571.03491082827	3.5512346623663973	3.0177190148286686	-63.66962128661851	2.0280542818246623	1.834754242925397	1.1752725582433219	1.019542826018638
934000	-54629.489122239036	-54564.706872096525	-64.78225014251174	-54564.706872096525	3.5512346623663973	3.0177190148286686	-61.76453112768308	1.7885468152788082	1.8226329087073205	1.1743277346416159	1.0298340365701335
934500	-54643.88784375258	-54583.85361397668	-60.03422977589858	-54583.85361397668	3.402429574337555	3.0177190148286686	-57.01651076106991	1.5047721960364702	1.8365524674161229	1.278110259112764	1.0320311193205542
935000	-54631.98012543012	-54569.20908299865	-62.77104243147374	-54569.20908299865	3.570227839112713	3.0177190148286686	-59.75332341664507	1.600939610708679	1.8352294945470566	1.2686676144263458	1.0289754536554465
935500	-54619.0213988714	-54556.02591003576	-62.995488835641225	-54556.02591003576	3.277748660000862	3.0177190148286686	-59.977769820812554	1.952008300162315	1.8518436184154472	1.207943159955941	1.0283548510623248
936000	-54612.53998746163	-54549.681783103864	-62.85820435775946	-54549.681783103864	3.360560509830833	3.0177190148286686	-59.84048534293079	1.5165776171265366	1.835908365940456	1.2141363813174955	1.0141925208279108
936500	-54606.50932018397	-54545.27020449757	-61.239115686399856	-54545.27020449757	3.336539325292914	3.0177190148286686	-58.221396671571185	1.6936202828920248	1.8573295702891768	1.2098771591163884	1.0202768123823227
937000	-54614.111359783805	-54552.84968171468	-61.261678069120734	-54552.84968171468	3.3950764944963776	3.0177190148286686	-58.24395905429206	1.541076850234455	1.8402683555323809	1.2118366632699678	1.0238837043083662
937500	-54609.255479892316	-54553.31968214949	-55.935797742822636	-54553.31968214949	3.296162594567975	3.0177190148286686	-52.918078727993965	1.7658842429170982	1.8434035895536658	1.2467805064121245	1.0158893079798474
938000	-54614.55019421477	-54558.235573479265	-56.314620735501705	-54558.235573479265	3.296162594567975	3.6813999389127314	-52.63322079658897	1.7168368837005479	1.8454112140779353	1.262284795520653	0.9993991468763102
938500	-54609.313725581895	-54560.21643911892	-49.09728646297573	-54560.21643911892	3.015350302115634	3.6813999389127314	-45.415886524063	1.9061565743029134	1.8320385857842467	1.2463570225312883	1.0077074611406354
939000	-54610.50312429694	-54559.65273158687	-50.85039271006496	-54559.65273158687	2.8660141062677473	3.6813999389127314	-47.168992771152226	2.448922468769026	1.822231104466045	1.2444233539387621	1.0060889191139692
939500	-54611.17139952241	-54562.559595608924	-48.61180391348678	-54562.559595608924	2.823429593254394	3.6813999389127314	-44.93040397457405	1.967843696030616	1.8169983075654181	1.223988578211733	0.9993889729323508
940000	-54623.112895369886	-54577.1577929087	-45.95510246118908	-54577.1577929087	2.9077444381655817	4.167647903825964	-41.78745455736311	1.8943566493270008	1.8485672321222515	1.3433239295841184	1.0270336509396063
940500	-54619.4664386036	-54576.280275733385	-43.186162870216926	-54576.280275733385	2.878678372153099	4.167647903825964	-39.01851496639096	1.9717752060774503	1.8799410167003545	1.3159686295426143	1.0026415049449575
941000	-54603.92473233029	-54558.78382345411	-45.140908876180134	-54558.78382345411	2.934918163053174	4.095260014227719	-41.045648861952415	1.916412641466347	1.8827480560485312	1.3260164234689091	0.9978642390098379
941500	-54615.424526563365	-54567.76002089018	-47.66450567318373	-54567.76002089018	2.968956896479979	4.095260014227719	-43.569245658956014	1.8489885911719057	1.8649303656891427	1.3318800193593217	0.9959250219428879
942000	-54630.56830950742	-54586.137298129	-44.43101137842224	-54586.137298129	2.864146338094844	4.095260014227719	-40.33575136419452	2.003923041939429	1.8118526646625164	1.2825194465972831	0.9870519191062506
942500	-54629.19405533861	-54582.54380116441	-46.65025417419777	-54582.54380116441	3.059962537627205	4.095260014227719	-42.55499415997005	2.1283078522364454	1.83549941633943	1.3713105558711984	1.0025103563731086
943000	-54632.26242817953	-54584.833947191575	-47.42848098795103	-54584.833947191575	3.059962537627205	2.93257348880282	-44.49590749914821	1.9890155364168804	1.8874897037880434	1.3314864407514175	0.9970192080954362
943500	-54634.97799230017	-54576.3541952471	-58.623797053073815	-54576.3541952471	3.3292476196589185	2.93257348880282	-55.691223564271	1.8501750862556197	1.935817348630562	1.2663165635548286	1.0005147851061114
944000	-54632.86637563712	-54575.404992183096	-57.46138345402058	-54575.404992183096	3.2948699237516292	2.93257348880282	-54.52880996521776	1.904504079258711	1.8900785190263076	1.24297983129779	0.9965333162633585
944500	-54620.84617488113	-54561.63635193671	-59.20982294442578	-54561.63635193671	3.3229025042636975	2.93257348880282	-56.277249455622965	1.636378634312504	1.8634150814169472	1.2082150890494632	1.0113284309600192
945000	-54638.664729436015	-54578.97724921241	-59.68748022360795	-54578.97724921241	3.2874282384160214	2.93257348880282	-56.75490673480513	1.7920117927287733	1.8593696745870447	1.2063632942278482	1.0078709323226804
945500	-54628.0599982763	-54567.27385966718	-60.78613860912279	-54567.27385966718	3.5126278186886792	2.93257348880282	-57.85356512031997	1.8264736417101504	1.8494043765480122	1.2077867981842674	0.9941636247207891
946000	-54607.84405830549	-54554.46834140635	-53.3757168991428	-54554.46834140635	3.6971963304166042	2.93257348880282	-50.443143410339985	1.9659645237042132	1.797051715395989	1.219183828837445	0.988512083506714
946500	-54614.93850424215	-54555.87428365871	-59.06422058343772	-54555.87428365871	3.5047055759143273	2.93257348880282	-56.1316470946349	1.879142859430398	1.8234829992489041	1.2750101329598595	1.0154058810821691
947000	-54608.549182812756	-54558.471477227504	-50.07770558525445	-54558.471477227504	3.302085811786134	2.93257348880282	-47.14513209645163	1.7706808496655015	1.763784713791531	1.324156606145709	1.0088139050231935
947500	-54627.93213848486	-54570.10599460265	-57.826143882208456	-54570.10599460265	3.4305678832145725	2.93257348880282	-54.89357039340564	1.7731963476470276	1.7811556025524142	1.2922567262178501	0.9923024389167167
948000	-54634.32217386759	-54570.9637750984	-63.35839876919471	-54570.9637750984	3.538488184469985	2.93257348880282	-60.42582528039189	1.4717668332679703	1.7669444321827998	1.241252839118701	1.0176481269261906
948500	-54623.57841056042	-54561.12357201033	-62.45483855008874	-54561.12357201033	3.4350419881781504	2.8201961497439534	-59.63464240034479	1.6383606498151446	1.8055054687075867	1.2445234234645268	1.0227985409707667
949000	-54631.51904927144	-54567.498734157336	-64.02031511410145	-54567.498734157336	3.802898670268979	2.8201961497439534	-61.20011896435749	1.809526038271645	1.7750492578150658	1.2379447501456278	1.031755192400161
949500	-54636.544734810996	-54569.38190324778	-67.1628315632206	-54569.38190324778	4.342201699599597	2.8201961497439534	-64.34263541347666	1.8362953671415143	1.7266080267784578	1.2403721071401472	1.0499512940069147
950000	-54625.09391590766	-54562.981001925036	-62.11291398262057	-54562.981001925036	4.578665465225122	2.8201961497439534	-59.29271783287662	1.7577853252165165	1.6868726844365005	1.2778265221754908	1.0665071795682384
950500	-54626.24889985978	-54561.14883045355	-65.10006940622581	-54561.14883045355	3.824884103726342	2.8201961497439534	-62.279873256481864	1.7673516080017746	1.727708548325013	1.2598504725932715	1.0635382914000884
951000	-54625.49918479427	-54556.63199487255	-68.86718992172469	-54556.63199487255	4.231561212140573	2.8201961497439534	-66.04699377198074	1.7579604066876477	1.738107233595929	1.2733048364112722	1.0572962908469457
951500	-54621.71943785983	-54560.64448276372	-61.07495509610892	-54560.64448276372	3.692852034333467	2.8201961497439534	-58.254758946364966	1.7579604066876477	1.766870855691139	1.2800626640957307	1.0555253916367104
952000	-54637.71591556511	-54570.76711006187	-66.94880550323981	-54570.76711006187	3.6396725441962303	2.8201961497439534	-64.12860935349586	1.3606505511489957	1.752746263028144	1.2578012385975912	1.0427446505396745
952500	-54625.924534252474	-54564.3663544121	-61.55817984036974	-54564.3663544121	3.6218573901130564	3.3368881926013856	-58.22129164776835	1.6899413014653928	1.7937670678733952	1.2749922482988687	1.0498561210718806
953000	-54620.00199073402	-54556.848492764984	-63.15349796903662	-54556.848492764984	3.9167402123059802	3.3368881926013856	-59.816609776435236	1.6106055328123434	1.783781229578449	1.2190890572282205	1.0332187386899077
953500	-54611.967195269375	-54556.899334156195	-55.06786111318248	-54556.899334156195	3.467551051179267	3.3368881926013856	-51.730972920581095	1.866096366380338	1.7532859750636378	1.208581043926881	1.0550264605019974
954000	-54610.2892168136	-54559.43815075304	-50.8510660605634	-54559.43815075304	3.367081572276042	3.3368881926013856	-47.51417786796201	2.001636862560916	1.7408288167240629	1.2307043293788091	1.0502562903851542
954500	-54630.44215940824	-54568.31614293864	-62.12601646959843	-54568.31614293864	3.7721081423092335	3.3368881926013856	-58.78912827699705	1.581219785539127	1.7268825076620034	1.2251891493630875	1.063030848601015
